flowerID,leafID,contrast,visual_system
flower_Grevillea_eriostachys,leaves_Callistemon_salignus,2.669516243,USML
flower_Grevillea_eriostachys,leaves_Grevillea_x_semperflorens,7.385351387,USML
flower_Grevillea_eriostachys,leaves_Senna_artemisioides,4.45942212,USML
flower_Grevillea_eriostachys,leaves_Senna_sp,5.971917136,USML
flower_Grevillea_eriostachys,leaves_Chorizema_cordatum,5.564918215,USML
flower_Grevillea_eriostachys,leaves_Melaleuca_spathulata,6.66546226,USML
flower_Grevillea_eriostachys,leaves_Phebalium_sp,4.416215456,USML
flower_Grevillea_eriostachys,leaves_Grevillea_barklyana,4.830938784,USML
flower_Grevillea_eriostachys,leaves_Acacia_spilleriana,6.095498218,USML
flower_Grevillea_eriostachys,leaves_Ozothamnus_diosmifolius,6.888491228,USML
flower_Grevillea_eriostachys,leaves_Eriostemon_australasius,4.331877448,USML
flower_Grevillea_eriostachys,leaves_Chamelaucium_.Lilac_Spring.,7.515300507,USML
flower_Grevillea_eriostachys,leaves_Epacris_impressa_.Bega.,6.992626781,USML
flower_Grevillea_eriostachys,leaves_Epacris_longiflora,5.241883112,USML
flower_Grevillea_eriostachys,leaves_Actinotus_helianthi,4.004688594,USML
flower_Grevillea_eriostachys,leaves_Leptospermum_liversidgei,5.6270842,USML
flower_Grevillea_eriostachys,leaves_Leptospermum_.Freya.,6.73111135,USML
flower_Melaleuca_fulgens,leaves_Eucalyptus_celastroides,3.21849563,USML
flower_Melaleuca_fulgens,leaves_Melaleuca_conothamnoides,3.566266311,USML
flower_Melaleuca_fulgens,leaves_Scholtzia_capitata,3.579826525,USML
flower_Melaleuca_fulgens,leaves_Eremophila_laanii,5.073226599,USML
flower_Melaleuca_fulgens,leaves_Callistemon_phoeniceus,4.164132134,USML
flower_Melaleuca_fulgens,leaves_Grevillea_asteriscosa,4.005599049,USML
flower_Melaleuca_fulgens,leaves_Grevillea_eriostachys,3.390881623,USML
flower_Melaleuca_fulgens,leaves_Melaleuca_fulgens,3.814203373,USML
flower_Melaleuca_fulgens,leaves_Verticordia_plumosa,3.344740029,USML
flower_Melaleuca_fulgens,leaves_Acacia_glaucoptera,2.26303139,USML
flower_Melaleuca_fulgens,leaves_Goodenia_scapigera,3.688838682,USML
flower_Melaleuca_fulgens,leaves_Calothamnus_quadrifidus,15.72810074,USML
flower_Melaleuca_fulgens,leaves_Eremophila_nivea,3.147069104,USML
flower_Melaleuca_fulgens,leaves_Olearia_homolepis,4.888002519,USML
flower_Melaleuca_fulgens,leaves_Daviesia_longifolia,3.723997441,USML
flower_Melaleuca_fulgens,leaves_Eucalyptus_petiolaris,3.161832831,USML
flower_Melaleuca_fulgens,leaves_Eucalyptus_wyolensis,4.256451893,USML
flower_Melaleuca_fulgens,leaves_Eremophila_maculata,3.300236648,USML
flower_Melaleuca_fulgens,leaves_Verticordia_dichroma,5.035161091,USML
flower_Melaleuca_fulgens,leaves_Chamelaucium_uncinatum,5.248717555,USML
flower_Melaleuca_fulgens,leaves_Gastrolobium_bilobus,3.280290185,USML
flower_Melaleuca_fulgens,leaves_Eremophila_calorhabdos,2.804499123,USML
flower_Melaleuca_fulgens,leaves_Scholtzia_spathulata,3.687810665,USML
flower_Melaleuca_fulgens,leaves_Goodenia_sp,3.239554303,USML
